year,quarter,province,origin,total_spend,quarterly_arrivals,spend_per_arrival,period,covid_period,low_reliability
2019,4,Quebec,France,387657000.0,571140.0,678.7425149700599,2019-Q4,False,False
2019,4,British Columbia,France,49083000.0,29166.0,1682.8841802098334,2019-Q4,False,False
2020,1,Nova Scotia,Germany,3492000.0,468.0,7461.538461538462,2020-Q1,True,False
2020,1,Quebec,China,45783000.0,32160.0,1423.6007462686566,2020-Q1,True,False
2020,1,British Columbia,France,24543000.0,18894.0,1298.9838043823436,2020-Q1,True,False
2018,3,Prince Edward Island,United Kingdom,17796000.0,24.0,741500.0,2018-Q3,False,True
2018,4,Manitoba,Mexico,3840000.0,2358.0,1628.498727735369,2018-Q4,False,False
2018,4,Nunavut,United States,2556000.0,320.0,7987.5,2018-Q4,False,True
2019,1,Manitoba,United States,74244000.0,374598.0,198.1964666122083,2019-Q1,False,False
2019,2,Quebec,France,388242000.0,671706.0,577.9939437789748,2019-Q2,False,False
2019,2,Quebec,Germany,69303000.0,105384.0,657.6235481667046,2019-Q2,False,False
2020,1,Quebec,Germany,20517000.0,35898.0,571.5360187197058,2020-Q1,True,False
2018,1,Nova Scotia,France,4413000.0,5664.0,779.1313559322034,2018-Q1,False,False
2018,2,Prince Edward Island,United States,56733000.0,354.0,160262.71186440677,2018-Q2,False,True
2018,2,Quebec,India,36708000.0,25608.0,1433.4582942830366,2018-Q2,False,False
2018,3,British Columbia,Germany,420831000.0,360792.0,1166.408900419078,2018-Q3,False,False
2019,2,Newfoundland and Labrador,Mexico,4092000.0,906.0,4516.556291390729,2019-Q2,False,False
2019,2,Yukon,Japan,4002000.0,1044.0,3833.3333333333335,2019-Q2,False,True
2019,3,Alberta,Mexico,47862000.0,47838.0,1000.5016932145993,2019-Q3,False,False
2018,1,Newfoundland and Labrador,India,2325000.0,465.0,5000.0,2018-Q1,False,False
2018,1,Manitoba,Mexico,3567000.0,1998.0,1785.2852852852852,2018-Q1,False,False
2018,2,Ontario,Japan,98691000.0,118680.0,831.5722952477249,2018-Q2,False,False
2018,3,Nova Scotia,Germany,37002000.0,109788.0,337.03136954858456,2018-Q3,False,False
2018,3,British Columbia,Australia,358155000.0,529626.0,676.241347667977,2018-Q3,False,False
2018,4,Ontario,Germany,69294000.0,162984.0,425.15829774701814,2018-Q4,False,False
2019,4,Alberta,Germany,36528000.0,19674.0,1856.6636169563892,2019-Q4,False,False
2018,1,Newfoundland and Labrador,Mexico,2826000.0,558.0,5064.5161290322585,2018-Q1,False,False
2019,1,British Columbia,United Kingdom,180669000.0,156690.0,1153.0346544131726,2019-Q1,False,False
2019,2,British Columbia,France,59937000.0,61296.0,977.8288958496477,2019-Q2,False,False
2019,3,Nova Scotia,China,26694000.0,2496.0,10694.711538461539,2019-Q3,False,False
2019,4,British Columbia,Germany,64140000.0,66072.0,970.7591718125681,2019-Q4,False,False
2018,1,New Brunswick,Germany,4920000.0,144.0,34166.666666666664,2018-Q1,False,False
2018,2,Nova Scotia,France,9396000.0,12024.0,781.437125748503,2018-Q2,False,False
2018,2,Alberta,Australia,139518000.0,31626.0,4411.4968696642,2018-Q2,False,False
2018,3,British Columbia,India,44769000.0,199398.0,224.52080763096922,2018-Q3,False,False
2018,4,Manitoba,Germany,5298000.0,1104.0,4798.913043478261,2018-Q4,False,False
2018,4,British Columbia,Japan,93570000.0,176424.0,530.3700176846687,2018-Q4,False,False
2019,4,Nova Scotia,Australia,5364000.0,4140.0,1295.6521739130435,2019-Q4,False,False
2019,4,Manitoba,Japan,4692000.0,1056.0,4443.181818181818,2019-Q4,False,False
2022,1,Ontario,United States,544134000.0,2695464.0,201.87025313638023,2022-Q1,True,False
2018,2,Ontario,Germany,118323000.0,231528.0,511.05265885767597,2018-Q2,False,False
2019,1,Saskatchewan,Australia,4239000.0,342.0,12394.736842105263,2019-Q1,False,False
2019,4,Newfoundland and Labrador,United States,59544000.0,41262.0,1443.0711065871747,2019-Q4,False,False
2019,4,New Brunswick,United Kingdom,6579000.0,12462.0,527.9248916706789,2019-Q4,False,False
2023,2,Alberta,United States,1446510000.0,1440426.0,1004.2237504738182,2023-Q2,False,False
2018,2,Alberta,China,127596000.0,24714.0,5162.90361738286,2018-Q2,False,False
2018,4,Ontario,Mexico,111396000.0,248832.0,447.6755401234568,2018-Q4,False,False
2019,2,Quebec,Australia,51273000.0,29166.0,1757.971610779675,2019-Q2,False,False
2019,3,Manitoba,Australia,12903000.0,5694.0,2266.0695468914646,2019-Q3,False,False
2019,4,Newfoundland and Labrador,France,5445000.0,5088.0,1070.1650943396226,2019-Q4,False,False
2020,1,Yukon,France,2070000.0,40.0,51750.0,2020-Q1,True,True
2022,3,Manitoba,United States,94125000.0,409206.0,230.0186214278383,2022-Q3,True,False
2018,2,Ontario,Mexico,156498000.0,240486.0,650.7572166363115,2018-Q2,False,False
2019,1,Quebec,Japan,22119000.0,14082.0,1570.7285896889646,2019-Q1,False,False
2019,2,British Columbia,Mexico,226560000.0,268716.0,843.1206180502836,2019-Q2,False,False
2019,3,British Columbia,China,924120000.0,846984.0,1091.0713779717207,2019-Q3,False,False
2019,2,Manitoba,United States,149664000.0,618846.0,241.84368970632434,2019-Q2,False,False
2019,3,Quebec,Japan,50292000.0,50952.0,987.0466321243523,2019-Q3,False,False
2021,3,New Brunswick,United States,78459000.0,242154.0,324.00455908223694,2021-Q3,True,False
2021,4,Alberta,United States,212934000.0,343584.0,619.7436434758313,2021-Q4,True,False
2018,1,Manitoba,United States,52041000.0,366522.0,141.98601993877585,2018-Q1,False,False
2018,2,Quebec,France,361029000.0,584256.0,617.929469273743,2018-Q2,False,False
2019,1,Saskatchewan,United Kingdom,8013000.0,222.0,36094.59459459459,2019-Q1,False,False
2019,4,Quebec,Germany,58410000.0,91194.0,640.50266464899,2019-Q4,False,False
2018,2,Saskatchewan,India,5895000.0,132.0,44659.09090909091,2018-Q2,False,False
2018,2,Alberta,Mexico,34461000.0,26190.0,1315.8075601374571,2018-Q2,False,False
2019,1,New Brunswick,France,5283000.0,1974.0,2676.29179331307,2019-Q1,False,False
2020,1,Yukon,Australia,3075000.0,84.0,36607.142857142855,2020-Q1,True,True
2022,1,Nova Scotia,United States,21072000.0,2004.0,10514.97005988024,2022-Q1,True,False
2022,1,Alberta,United States,111798000.0,267126.0,418.5215965499427,2022-Q1,True,False
2018,1,British Columbia,Japan,91584000.0,162966.0,561.9822539670852,2018-Q1,False,False
2018,1,Yukon,United States,18168000.0,50688.0,358.4280303030303,2018-Q1,False,True
2018,2,Manitoba,United Kingdom,12846000.0,2016.0,6372.023809523809,2018-Q2,False,False
2018,3,Newfoundland and Labrador,France,16107000.0,5262.0,3061.0034207525655,2018-Q3,False,False
2018,3,Newfoundland and Labrador,Germany,17841000.0,24762.0,720.4991519263388,2018-Q3,False,False
2018,4,Manitoba,Japan,4422000.0,990.0,4466.666666666667,2018-Q4,False,False
2019,2,Nova Scotia,United States,229449000.0,204048.0,1124.4854151964244,2019-Q2,False,False
2019,2,British Columbia,China,527070000.0,513276.0,1026.8744301311574,2019-Q2,False,False
2020,3,Alberta,United States,53604000.0,64836.0,826.7629094947251,2020-Q3,True,False
2018,2,British Columbia,Australia,331452000.0,427578.0,775.1848785484754,2018-Q2,False,False
2018,3,Nova Scotia,United Kingdom,39243000.0,99570.0,394.12473636637543,2018-Q3,False,False
2018,3,Ontario,Japan,162570000.0,157302.0,1033.4897204104207,2018-Q3,False,False
2018,3,Yukon,China,9855000.0,9894.0,996.0582171012735,2018-Q3,False,True
2020,1,Alberta,Japan,12591000.0,2172.0,5796.96132596685,2020-Q1,True,False
2018,1,Ontario,United Kingdom,129891000.0,311004.0,417.6505768414554,2018-Q1,False,False
2018,3,Quebec,Japan,45375000.0,56634.0,801.1971607161776,2018-Q3,False,False
2019,2,Nova Scotia,China,23499000.0,1704.0,13790.492957746479,2019-Q2,False,False
2019,2,New Brunswick,France,6666000.0,3354.0,1987.4776386404294,2019-Q2,False,False
2020,4,Alberta,United States,35652000.0,60780.0,586.5745310957552,2020-Q4,True,False
2018,1,Nunavut,Germany,2037000.0,56.0,36375.0,2018-Q1,False,True
2018,2,Ontario,Australia,119238000.0,111678.0,1067.6946220383602,2018-Q2,False,False
2018,3,British Columbia,France,115620000.0,121146.0,954.3856173542667,2018-Q3,False,False
2018,4,Newfoundland and Labrador,Japan,2610000.0,42.0,62142.857142857145,2018-Q4,False,False
2019,1,Manitoba,India,4431000.0,528.0,8392.045454545454,2019-Q1,False,False
2019,2,Alberta,India,71742000.0,28992.0,2474.544701986755,2019-Q2,False,False
2019,4,British Columbia,China,292728000.0,325044.0,900.5796138368959,2019-Q4,False,False
2021,1,British Columbia,United States,88281000.0,389016.0,226.93411067925226,2021-Q1,True,False
2021,2,Manitoba,United States,10119000.0,44106.0,229.4245680859747,2021-Q2,True,False
2022,3,Newfoundland and Labrador,United States,110643000.0,90180.0,1226.9128409846974,2022-Q3,True,False
2018,2,Yukon,China,4827000.0,5106.0,945.3584018801411,2018-Q2,False,True
2018,3,Nova Scotia,Mexico,7767000.0,4068.0,1909.2920353982302,2018-Q3,False,False
2018,4,New Brunswick,United Kingdom,6096000.0,6378.0,955.7855126999059,2018-Q4,False,False
2019,1,Saskatchewan,India,3810000.0,96.0,39687.5,2019-Q1,False,False
2019,1,Alberta,Japan,20430000.0,2826.0,7229.299363057325,2019-Q1,False,False
2019,3,Saskatchewan,China,21603000.0,432.0,50006.944444444445,2019-Q3,False,False
2018,3,Manitoba,Germany,16851000.0,4956.0,3400.121065375303,2018-Q3,False,False
2018,3,Nunavut,Mexico,597000.0,20.0,29850.0,2018-Q3,False,True
2018,4,Nova Scotia,China,15519000.0,1068.0,14530.898876404495,2018-Q4,False,False
2018,4,Nova Scotia,Australia,5391000.0,4554.0,1183.794466403162,2018-Q4,False,False
2019,2,Ontario,India,127785000.0,425688.0,300.1846422732142,2019-Q2,False,False
2019,4,Saskatchewan,India,4122000.0,216.0,19083.333333333332,2019-Q4,False,False
2020,3,Quebec,United States,61143000.0,169788.0,360.1137889603506,2020-Q3,True,False
2020,4,Quebec,United States,49410000.0,163572.0,302.0688137334018,2020-Q4,True,False
2018,1,Manitoba,France,3627000.0,234.0,15500.0,2018-Q1,False,False
2018,2,Alberta,United States,691020000.0,1322670.0,522.4432398103835,2018-Q2,False,False
2019,1,Manitoba,China,21369000.0,1290.0,16565.116279069767,2019-Q1,False,False
2019,2,Newfoundland and Labrador,India,3228000.0,320.0,10087.5,2019-Q2,False,False
2019,2,Manitoba,Mexico,5745000.0,3102.0,1852.0309477756286,2019-Q2,False,False
2019,3,Ontario,Japan,149769000.0,166254.0,900.844490959616,2019-Q3,False,False
2019,3,Alberta,United Kingdom,291306000.0,232278.0,1254.126520806964,2019-Q3,False,False
2018,1,Prince Edward Island,United States,7980000.0,48.0,166250.0,2018-Q1,False,True
2018,1,Ontario,Germany,48261000.0,137592.0,350.7544043258329,2018-Q1,False,False
2018,4,Quebec,United States,1038552000.0,3531138.0,294.1125495520141,2018-Q4,False,False
2018,4,Alberta,Japan,23043000.0,10476.0,2199.599083619702,2018-Q4,False,False
2019,1,Nova Scotia,Japan,4011000.0,258.0,15546.511627906977,2019-Q1,False,False
2022,3,Alberta,United States,1046649000.0,1477980.0,708.161815450818,2022-Q3,True,False
2018,3,Alberta,Mexico,52665000.0,39240.0,1342.125382262997,2018-Q3,False,False
2018,3,Yukon,India,4461000.0,6744.0,661.4768683274021,2018-Q3,False,True
2019,1,Nova Scotia,France,5289000.0,7560.0,699.6031746031746,2019-Q1,False,False
2019,1,Quebec,India,19626000.0,11478.0,1709.8797699947727,2019-Q1,False,False
2020,1,Yukon,Mexico,3483000.0,96.0,36281.25,2020-Q1,True,True
2020,1,Nunavut,United Kingdom,1569000.0,45.0,34866.666666666664,2020-Q1,True,True
2018,4,Nova Scotia,France,5832000.0,8898.0,655.428186109238,2018-Q4,False,False
2018,4,Manitoba,Australia,5607000.0,2388.0,2347.9899497487436,2018-Q4,False,False
2018,4,Alberta,Mexico,21864000.0,22056.0,991.2948857453754,2018-Q4,False,False
2018,4,Nunavut,Germany,2181000.0,112.0,19473.214285714286,2018-Q4,False,True
2019,1,New Brunswick,Australia,3936000.0,48.0,82000.0,2019-Q1,False,False
2019,2,Ontario,France,113157000.0,155010.0,729.998064640991,2019-Q2,False,False
2019,2,Alberta,United Kingdom,200340000.0,157860.0,1269.0992018244015,2019-Q2,False,False
2020,1,Nova Scotia,China,9237000.0,246.0,37548.78048780488,2020-Q1,True,False
2020,3,Manitoba,United States,8973000.0,50916.0,176.23144001885458,2020-Q3,True,False
2022,3,Ontario,United States,3157770024.0,15794520.0,199.9282044658527,2022-Q3,True,False
2018,3,Manitoba,Japan,10779000.0,1962.0,5493.8837920489295,2018-Q3,False,False
2018,3,British Columbia,United Kingdom,569298000.0,621876.0,915.4525982671787,2018-Q3,False,False
2019,3,Saskatchewan,Japan,5331000.0,270.0,19744.444444444445,2019-Q3,False,False
2019,4,New Brunswick,United States,83139000.0,1155954.0,71.92241213750721,2019-Q4,False,False
2019,4,Manitoba,France,4080000.0,504.0,8095.238095238095,2019-Q4,False,False
2022,4,Newfoundland and Labrador,United States,44661000.0,12816.0,3484.7846441947568,2022-Q4,True,False
